County,License Number,Operation Type,Nursery Size,Greenhouse Size,Trade Name,Owner Name,Business Phone,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Georeference,New York Zip Codes 2,Counties 2,NYS Municipal Boundaries 2
WYOMING,644612,Nursery Stock Only,10 Acres or Less,,JANDZINSKI,SUZETTE JANDZINSKI,585-457-9190,6042,MICHIGAN RD,,,ARCADE,NY,14009,"{'type': 'Point', 'coordinates': [-78.447139, 42.604562]}",485,2186,405
MONTGOMERY,643583,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",HILL TOP GREENHOUSE,AMANDA MAST,,371,ANDERSON ROAD,,,SPRAKERS,NY,12166,"{'type': 'Point', 'coordinates': [-74.442068, 42.89114]}",1411,624,482
SUFFOLK,470432,Nursery Stock Only,10 Acres or Less,,TOWNE & COUNTRY NURSERY,STAPON TOM,631-722-5131,1535,MAIN ROAD,,,JAMESPORT,NY,11947,"{'type': 'Point', 'coordinates': [-72.583373, 40.948469]}",1605,2179,1017
WASHINGTON,645880,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",CORALS CORNER AND CONES,"ERIKSEN, THERESE AND DAVID",518-337-6643,35,NORTH PARK STREET,,,CAMBRIDGE,NY,12816,"{'type': 'Point', 'coordinates': [-73.376534, 43.032181]}",803,2184,716
WAYNE,546516,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",LAPLANTS LAWN&PROP MTCE,LAPLANT WILLIAM J,585-727-3249,7482,OLD LYONS ROAD,,,LYONS,NY,14489,"{'type': 'Point', 'coordinates': [-77.028837, 43.071335]}",315,631,635
MONTGOMERY,645139,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",ABUNDANCE ACRES FARM,PAMELA D MACKENZIE AND CHRISTOPHER C NOV,518-993-3866,957,STONE ARABIA RD,,,FORT PLAIN,NY,13339,"{'type': 'Point', 'coordinates': [-74.54382100000001, 42.955485]}",551,624,483
DUTCHESS,645669,Nursery Stock Only,10 Acres or Less,,SETH S PATTON,SETH S PATTON,516-368-2027,595,SALT POINT TURNPIKE,,,POUGHKEEPSIE,NY,12601,"{'type': 'Point', 'coordinates': [-73.863409, 41.748029]}",1021,2040,595
CHAUTAUQUA,644952,Nursery Stock Only,11-100 Acres,,DOUBLE A VINEYARD INC,DOUBLE A VINEYARD INC,,,FOLEY FARM - MILLER ROAD,,,SHERIDAN,NY,14135,"{'type': 'Point', 'coordinates': [-79.237263, 42.488391]}",1,2035,201
SUFFOLK,472466,Nursery Stock Only,11-100 Acres,,SAMS BARGAIN CENTER INC,SAMS BARGAIN CENTER INC,631-878-2889,,HEAD OF NECK ROAD,,,MANORVILLE,NY,11949,"{'type': 'Point', 'coordinates': [-72.789301, 40.85473]}",1607,2179,1022
TOMPKINS,503834,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",PLENTY OF POSIES,NORBERG AUDREY E AND MARK RAMOS,607-279-5361,395,SHAFFER ROAD,,,NEWFIELD,NY,14867,"{'type': 'Point', 'coordinates': [-76.567912, 42.347512]}",54,2181,706
WESTCHESTER,552913,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",ROTOLO & SON NURS INC,ROTOLO & SON NURSERY INC,914-666-0374,201,BEDFORD ROAD,,,BEDFORD HILLS,NY,10507,"{'type': 'Point', 'coordinates': [-73.691553, 41.24285400000001]}",1197,2185,977
GENESEE,180453,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",PARMELEE FARMS INC PULLYS FARM MKT,PARMELEE FARMS INC,585-768-2280,-8165,PARMELEE,,,LEROY,NY,14482,"{'type': 'Point', 'coordinates': [-77.970734, 43.017809]}",311,2086,787
NIAGARA,296345,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",WINDY ACRES HORTICULTURE,"KLING, CARMELA A.",716-6286007,4528,MACK ROAD,,,GASPORT,NY,14067,"{'type': 'Point', 'coordinates': [-78.515718, 43.189963]}",522,2131,155
WASHINGTON,534459,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",MOSES VEGETABLE FARM LLC,MOSES RICHARD A,518-686-7428,128,ROUTE 67,,,EAGLE BRIDGE,NY,12057,"{'type': 'Point', 'coordinates': [-73.380278, 42.950797]}",1182,2184,716
MONROE,260230,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",WELCHS GREENHOUSES,VENDEL WILLIAM J JR,585-872-2668,1271,WEBSTER ROAD,,,WEBSTER,NY,14580,"{'type': 'Point', 'coordinates': [-77.430538, 43.18876000000001]}",418,2093,541
GREENE,190596,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",BLACK HORSE FARMS INC,BLACK HORSE FARMS INC,518-731-8776,155,FOUNTAIN FLATS ROAD,,,COXSACKIE,NY,12051,"{'type': 'Point', 'coordinates': [-73.856679, 42.336677]}",1177,2087,759
YATES,576254,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",TWIN MAPLE GREENHOUSE,ZIMMERMAN LEONARD,585-526-6183,680,EAST SWAMP ROAD,,,PENN YAN,NY,14527,"{'type': 'Point', 'coordinates': [-77.143848, 42.728232]}",367,2225,91
ULSTER,510372,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",DAVENPORT FARMS,DAVENPORT BARTH AND BRUCE,845-416-6680,3072,ROUTE 209,,,STONE RIDGE,NY,12484,"{'type': 'Point', 'coordinates': [-74.12089674499998, 41.87080210500005]}",79,2182,422
WYOMING,645417,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",JONAS HERSHBERGER,JONAS HERSHBERGER,,7468,ALBRO ROAD,,,GAINESVILLE,NY,14066,"{'type': 'Point', 'coordinates': [-78.17003, 42.544935]}",490,2186,393
ORLEANS,644720,Greenhouse Stock Only,10 Acres or Less,"2,000 SqFt of Glass or Less",ORCHARD VIEW FARM,ALLEN M AND PRISCILLA STAUFFER,585-205-6424,2112,TOWNLINE RD,,,WATERPORT,NY,14571,"{'type': 'Point', 'coordinates': [-78.31038802299997, 43.31328218000005]}",931,626,498
ALBANY,10603,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",HILLBILLY BOBS GARDEN,KNOWLES JANICE & ROBERT,518-872-2534,1081,SWITZKILL ROAD,,,BERNE,NY,12023,"{'type': 'Point', 'coordinates': [-74.10827800000001, 42.563817]}",1150,2030,813
YATES,644167,Nursery Stock Only,10 Acres or Less,,E & L SALES,ERVIN SENSENIG,315-536-0363,913,VOAK ROAD,,,PENN YAN,NY,14527,"{'type': 'Point', 'coordinates': [-77.13261100000001, 42.718911000000006]}",367,2225,91
LIVINGSTON,644530,Nursery Stock Only,11-100 Acres,,MARCUS FARMS INC,MARCUS FARMS INC,,,WILLEY ROAD,,,DANSVILLE,NY,14437,"{'type': 'Point', 'coordinates': [-77.723485, 42.572866000000005]}",228,2091,739
SULLIVAN,644346,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",HEIRLOOM BOTANICALS HERB FARM AND NURSERY,HELPER JAMIE,917-657-8370,95,CREAMERY RD,,,LIVINGSTON MANOR,NY,12758,"{'type': 'Point', 'coordinates': [-74.834721, 41.906048]}",1063,2180,651
KINGS,643833,Nursery Stock Only,10 Acres or Less,,GOZO NF NURSERIES INC,NICHOLAS GOZO,718-743-1407,2640,COYLE STREET,,,BROOKLYN,NY,11235,"{'type': 'Point', 'coordinates': [-73.934947, 40.589262]}",818,2090,894
NIAGARA,645881,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",NIAGARA AQUACULTURE INC,THOMAS FLECKENSTEIN,716-912-0647,1953,BALMER ROAD,,,RANSOMVILLE,NY,14131,"{'type': 'Point', 'coordinates': [-78.947176, 43.230841]}",1106,2131,156
ERIE,643807,Nursery Stock Only,10 Acres or Less,,GULLOS GARDEN CENTER LLC,RUSSELL GULLO,716-646-6111,4767,SOUTHWESTERN BLVD,,,HAMBURG,NY,14075,"{'type': 'Point', 'coordinates': [-78.840348, 42.756977]}",527,2041,289
HERKIMER,213796,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",MASSARO&SON FLORIST LLC,MARGARET DECARR,315-866-1454,5652,RT 5,,,HERKIMER,NY,13350,"{'type': 'Point', 'coordinates': [-74.944149, 43.026203]}",559,2088,679
SENECA,643613,Nursery Stock Only,10 Acres or Less,,GAKWIYO GARDENS,"HALFTOWN, CLINT",,3203,E BAYARD ST,,,SENECA FALLS,NY,13148,"{'type': 'Point', 'coordinates': [-76.75294002399994, 42.915950018000046]}",689,2144,577
ONONDAGA,645955,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",NICOTRA FARMS INC,SAMUEL M NICOTRA,315-656-7435,6762,FLY ROAD,,,EAST SYRACUSE,NY,13057,"{'type': 'Point', 'coordinates': [-76.059816, 43.098562]}",426,2132,702
RENSSELAER,381965,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",SPIAK FARM,SPIAK JOHN,518-279-3002,235,LOCKROW ROAD,,,TROY,NY,12180,"{'type': 'Point', 'coordinates': [-73.559296, 42.781723]}",11,2138,130
TOMPKINS,503646,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",EARLYBIRD FARM,SHELDRAKE GEORGE,607-272-1056,806,ELMIRA ROAD,,,ITHACA,NY,14850,"{'type': 'Point', 'coordinates': [-76.544617, 42.406595]}",1786,2181,708
NIAGARA,644367,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",LAVOCAT'S GARDENS,THOMAS JILL ELAINE,716-472-2121,5468,UPPER MOUNTAIN ROAD,,,LOCKPORT,NY,14094,"{'type': 'Point', 'coordinates': [-78.740157, 43.174106]}",930,2131,162
YATES,575554,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",WINDY ACRES FARM,HOOVER EUGENE,607-243-5899,4172,ROUTE 14A,,,PENN YAN,NY,14527,"{'type': 'Point', 'coordinates': [-77.035261, 42.56262]}",367,2225,97
WARREN,520011,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",WATKINS GARDEN CENTER,WATKINS J L INC,518-792-5217,126,RIVER STREET,,,QUEENSBURY,NY,12804,"{'type': 'Point', 'coordinates': [-73.597431, 43.309493]}",785,2183,818
YATES,643866,Greenhouse Stock Only,10 Acres or Less,"2,001-20,000 SqFt of Glass",ALLEN Z ZIMMERMAN,ALLEN Z ZIMMERMAN,315-536-9034,1771,HOYT RD,,,PENN YAN,NY,14527,"{'type': 'Point', 'coordinates': [-77.025392, 42.578581]}",367,2225,97
ROCKLAND,395697,Combined Nursery and Greenhouse,11-100 Acres,"2,000 SqFt of Glass or Less",HICKORY HOLLOW LANDSCAPER LTD,HICKORY HOLLOW LANDSCAPERS LTD,845-354-8946,229,GRANDVIEW AVE,,,SUFFERN,NY,10901,"{'type': 'Point', 'coordinates': [-74.094661, 41.150293]}",1454,628,529
CLINTON,90029,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",MOOERS LAWN&GARDEN SPEC,WATTS WILLIAM & CAROL,518-236-7665,70,ST JOHNS ROAD,,,MOOERS,NY,12958,"{'type': 'Point', 'coordinates': [-73.523642, 44.939923]}",282,2038,6
SUFFOLK,472701,Nursery Stock Only,10 Acres or Less,,DELALIO SOD FARMS LLC,DELALIO SOD FARMS INC,631-242-3700,652,DEER PARK AVENUE,,,DIX HILLS,NY,11746,"{'type': 'Point', 'coordinates': [-73.340068, 40.787917]}",1121,2179,1020
SENECA,643612,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",GAKWIYO GARDEN,"HALFTOWN, CLINT",315-568-0711,191,OVID ST,,,SENECA FALLS,NY,13148,"{'type': 'Point', 'coordinates': [-76.79880200000001, 42.895601]}",689,2144,577
LIVINGSTON,240014,Nursery Stock Only,10 Acres or Less,,ALL WESTERN EVERGREEN NURSERY & CHRISTMAS TREE,HUMPHREY WILLIAM/KATHERINE,585-669-2659,6840,LIBERTY POLE ROAD BOX 217,,,SPRINGWATER,NY,145600310,"{'type': 'Point', 'coordinates': [-77.63384184199998, 42.64863397100004]}",411,2091,734
MONROE,261404,Nursery Stock Only,10 Acres or Less,,GLENDALE TREE & LANDSCAPE SERVICE INC,GLENDALE TREE&LNDSCAPE SER INC,716-671-4035,696,HARD ROAD,,,WEBSTER,NY,14580,"{'type': 'Point', 'coordinates': [-77.461354, 43.228077]}",418,2093,534
SCHOHARIE,644607,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",HESSIAN HILL FARM LLC,"LOIS, LIZ, AND JESS GOBLET",518-701-4964,576,TREADLEMIRE RD,,,BERNE,NY,12023,"{'type': 'Point', 'coordinates': [-74.255675, 42.644288]}",1150,629,124
HERKIMER,644133,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less","HERKIMER CO. CHAPTER, NYSARC, INC.",HARC,315-574-7100,411,FOLTS STREET,,,HERKIMER,NY,13350,"{'type': 'Point', 'coordinates': [-74.983132, 43.030333]}",559,2088,679
SARATOGA,644652,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",SORANO'S GREENHOUSES LLC,STEVEN AND JUDY SORANO,518-745-6861,7,PETTIS ROAD,,,GANSEVOORT,NY,12831,"{'type': 'Point', 'coordinates': [-73.652931, 43.194281]}",93,2141,997
TIOGA,492026,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",SUNNYBROOK NURSERY,SCHUBERT JOHN C,607-687-1453,2318,EAST BEECHER HILL ROAD,,,OWEGO,NY,13827,"{'type': 'Point', 'coordinates': [-76.228468, 42.144479]}",450,630,53
ERIE,643760,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",HEN HAWK ACRES,DONALD DENNIES,716-496-5380,13437,GENESEE RD,,,CHAFFEE,NY,14030,"{'type': 'Point', 'coordinates': [-78.483661, 42.551622]}",494,2041,281
CATTARAUGUS,645827,Nursery Stock Only,11-100 Acres,,SCHICHTELS NURSERY INC,MARK SCHICHTEL,716-592-8383,10008,US-219,,,WEST VALLEY,NY,14171,"{'type': 'Point', 'coordinates': [-78.697014, 42.435865]}",28,2034,371
BROOME,645781,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",STICKS AND STONES GARDENS,KEVIN J WORDEN,607-648-9210,307,PORT ROAD,,,BINGHAMTON,NY,13901,"{'type': 'Point', 'coordinates': [-75.873095, 42.205209]}",475,2033,966
TOMPKINS,644350,Nursery Stock Only,10 Acres or Less,,FOREVERGREEN FARMSRUS INC,FOREVERGREEN FARMSRUS INC,607-227-3500,471,BOSTWICK RD,,,ITHACA,NY,14850,"{'type': 'Point', 'coordinates': [-76.567525, 42.423028]}",1786,2181,708
MADISON,251411,Nursery Stock Only,10 Acres or Less,,DEMARIO FARMS,DEMARIO LOUIS & SONS,315-436-8773,,LAKEPORT ROAD RD#2,,,CHITTENANGO,NY,13037,"{'type': 'Point', 'coordinates': [-75.867522, 43.056265]}",356,2092,119
SENECA,645424,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",D&E PRODUCE,DANIEL B. ESH,607-869-5691,5839,ROUTE 96,,,ROMULUS,NY,14541,"{'type': 'Point', 'coordinates': [-76.83353, 42.74169]}",376,2144,578
STEUBEN,643661,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",NATURES GARDENS,KRAIG HAMILTON,607-742-8390,903,STATE ROUTE 417,ADDISON RD,,PAINTED POST,NY,14870,"{'type': 'Point', 'coordinates': [-77.690776, 42.149692]}",1778,2178,34
CATTARAUGUS,644462,Nursery Stock Only,11-100 Acres,,NATURAL LANDWORKS,ZYWICZINSKI JASON & MARK,716-537-2927,PIERCE,HILL RD,,,FRANKLINVILLE,NY,14737,"{'type': 'Point', 'coordinates': [-78.46307108199994, 42.267164335000075]}",1715,2034,362
HERKIMER,644735,Greenhouse Stock Only,10 Acres or Less,,THEA MARTIN,THEA MARTIN,607-279-9925,337,S SHORE ACRES RD,,,OLD FORGE,NY,13420,"{'type': 'Point', 'coordinates': [-74.922389, 43.707148]}",1279,2088,666
ROCKLAND,390293,Nursery Stock Only,10 Acres or Less,,CHENANGO VALLEY TREE FARM,HOYER JOSEPH A,845-354-0729,17-19,NORTH ROUTE 9W,,,WEST HAVERSTRAW,NY,10993,"{'type': 'Point', 'coordinates': [-73.985664, 41.211724]}",855,628,531
ONTARIO,645449,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",ZIMMERMAN FLOYD,FLOYD ZIMMERMAN,585-554-4295,4175,ROUTE 247,,,CANANDAIGUA,NY,14424,"{'type': 'Point', 'coordinates': [-77.214568, 42.824339]}",178,2133,807
ERIE,142975,Nursery Stock Only,11-100 Acres,,LAKESIDE SOD SPLY CO IN,LAKESIDE SOD SUPPLY CO INC,716-741-2877,,NEWHAUS FARM-GOODRICH ROAD,,,CLARENCE CENTER,NY,14032,"{'type': 'Point', 'coordinates': [-78.635823, 43.03674]}",496,2041,297
ONEIDA,306713,Nursery Stock Only,11-100 Acres,,BUTTENSCHON TREE FARM,BUTTENSCHON DONALD,315-865-4849,9663,LUKE ROAD,,,MARCY,NY,13403,"{'type': 'Point', 'coordinates': [-75.24869, 43.189612]}",574,625,923
ALLEGANY,26937,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",NEW COUNTRY FLOWERS,JAMES B & KATHLEEN FELIP,607-478-5491,2179,BAKER ROAD,,,ANDOVER,NY,14806,"{'type': 'Point', 'coordinates': [-77.833668, 42.14147]}",1753,2031,469
COLUMBIA,644722,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",POND SIDE NURSERY INC,RAYMOND WATTS,518-828-1369,5918,RT 9G,,,HUDSON,NY,12534,"{'type': 'Point', 'coordinates': [-73.816757, 42.23018]}",977,619,517
NIAGARA,645946,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",HUMAN FARMS & GREENHOUSE,RONALD A HUMAN,716-531-2820,2853,HESS ROAD,,,APPLETON,NY,14008,"{'type': 'Point', 'coordinates': [-78.649568, 43.275408]}",484,2131,161
ONONDAGA,315553,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",CRAZY DAISIES FLOWERS LLC,COX JENNIFER & GLENN,315-498-5525,4695,KASSON ROAD,,,SYRACUSE,NY,13215,"{'type': 'Point', 'coordinates': [-76.263162, 42.994221]}",732,2132,693
CHAUTAUQUA,66838,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",HOSTETLER MELVIN,HOSTETLER MELVIN,716-761-6831,2213,ROUTE 76,,,PANAMA,NY,14767,"{'type': 'Point', 'coordinates': [-79.58622, 42.093393]}",1733,2035,200
SUFFOLK,475397,Nursery Stock Only,11-100 Acres,,BILLS LAWN SERVICE,ANDERSON BILL,631-369-1600,1716,MIDDLE ROAD,,,CALVERTON,NY,11933,"{'type': 'Point', 'coordinates': [-72.720894, 40.928454]}",1534,2179,1017
SENECA,645304,Combined Nursery and Greenhouse,11-100 Acres,"2,000 SqFt of Glass or Less",DARING DRAKE FARM,SHANNON M OCONNOR,607-532-4956,7726,ROCK RIVER ROAD,,,INTERLAKEN,NY,14847,"{'type': 'Point', 'coordinates': [-76.766551, 42.65002]}",1785,2144,579
CHAUTAUQUA,60168,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",HAMLET FARM LLC,HAMLET EDWIN L,716-672-2004,2697,ROUTE 20,,,SHERIDAN,NY,14135,"{'type': 'Point', 'coordinates': [-79.236597, 42.488456]}",2,2035,201
SUFFOLK,471400,Combined Nursery and Greenhouse,11-100 Acres,"20,001 SqFt of Glass or More",PEAT & SON CORPORATION,PEAT & SON CORPORATION,631-288-3458,32,OLD COUNTRY ROAD,,,WESTHAMPTON,NY,11977,"{'type': 'Point', 'coordinates': [-72.667978, 40.825561]}",1137,2179,1013
ONTARIO,643924,Nursery Stock Only,10 Acres or Less,,SHIRLEY S MARTIN,SHIRLEY S MARTIN,315-7191633,711,CTY RD 6,,,PHELPS,NY,14532,"{'type': 'Point', 'coordinates': [-77.014356, 42.99935]}",370,2133,803
SUFFOLK,644484,Nursery Stock Only,10 Acres or Less,,BROADVIEW GARDENS EH INC,CHRISTINE WARREN,631-537-0051,651,SAGG MAIN ST,,,AMAGANSETT,NY,11930,"{'type': 'Point', 'coordinates': [-72.11687209999997, 40.97808252800007]}",1531,2179,1021
ST. LAWRENCE,404433,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",GREEN THUMB THERAPY,MERITHEW JEAN E,315-771-0749,3824,US HIGHWAY 11,,,DEKALB JUNCTION,NY,13630,"{'type': 'Point', 'coordinates': [-75.308538, 44.478851]}",1515,2140,335
WASHINGTON,534359,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",BUTTERNUT RIDGE FARM,STEVENS GLENN,518-638-6656,4323,ROUTE 40,,,ARGYLE,NY,12809,"{'type': 'Point', 'coordinates': [-73.491343, 43.188598]}",787,2184,731
DUTCHESS,131086,Combined Nursery and Greenhouse,11-100 Acres,"2,001-20,000 SqFt of Glass",MILLERTON NURSERY & GARDEN SHOP INC,MILLERTON NURSERY & GARDEN SHOP INC,518-789-3771,5600,ROUTE 22,,,MILLERTON,NY,12546,"{'type': 'Point', 'coordinates': [-73.537136, 41.924205]}",983,2040,592
SUFFOLK,476431,Nursery Stock Only,11-100 Acres,,ROMANSKI FARMS LILCO POLE,ROMANSKI THOMAS,631-727-7668,16,DEEP HOLE ROAD,,,CALVERTON,NY,11933,"{'type': 'Point', 'coordinates': [-72.73472, 40.937997]}",1534,2179,1017
WASHINGTON,535941,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",HAVEN HILL FARM,LEON JUDY & ATKINS KIM,518-677-5111,20,STEVENSON ROAD,,,GREENWICH,NY,12834,"{'type': 'Point', 'coordinates': [-73.446151, 43.039532]}",803,2184,730
DUTCHESS,132363,Greenhouse Stock Only,,"20,001 SqFt of Glass or More",SABELLICO GREENHOUSES- FLORIST INC.,SABELLICO GREENHOUSES-FLORIST INC,845-226-5943,33,HILLSIDE LAKE R,,,HOPEWELL JCT,NY,12533,"{'type': 'Point', 'coordinates': [-73.819571, 41.605049]}",976,2040,597
MONTGOMERY,645242,Nursery Stock Only,10 Acres or Less,,JOHN E STOLTZFUS JR,JOHN E STOLTZFUS JR,315-823-4323,875,FIERY HILL ROAD,,,FORT PLAIN,NY,13339,"{'type': 'Point', 'coordinates': [-74.783675, 42.969026]}",570,2088,683
CAYUGA,57268,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",SCENIC SUNRISE GREENHOUSE,"BEILER SAM, FANNIE, BETSY",,6650,MONTGOMERY ROAD,,,GROTON,NY,13073,"{'type': 'Point', 'coordinates': [-76.314727, 42.629532]}",626,618,67
SUFFOLK,476505,Nursery Stock Only,11-100 Acres,,DARTS TREE FARM,DART EDWARD,631-765-4148,2355,MAIN BAYVIEW ROAD,,,SOUTHOLD,NY,11971,"{'type': 'Point', 'coordinates': [-72.435515, 41.049122]}",1132,2179,1012
BROOME,645815,Combined Nursery and Greenhouse,10 Acres or Less,"2,001-20,000 SqFt of Glass",COUNTRY MARKETPLACE,EDWARD G BAILEY,607-775-3844,873,NY ROUTE 11,,,KIRKWOOD,NY,13795,"{'type': 'Point', 'coordinates': [-75.824594, 42.091739]}",431,2033,944
TOMPKINS,504743,Nursery Stock Only,11-100 Acres,,CAYUGA LANDSCAPE CO INC,CAYUGA LANDSCAPE CO INC,607-257-3000,,BUNDY ROAD,,,ITHACA,NY,14850,"{'type': 'Point', 'coordinates': [-76.497069, 42.443738]}",1786,2181,709
MONROE,262290,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",MONROE DEPT OF PARKS,MONROE COUNTY,585-7537286,180,RESERVOIR AVE,,,ROCHESTER,NY,146202729,"{'type': 'Point', 'coordinates': [-77.606561, 43.131922]}",1679,2093,537
ULSTER,515731,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",BRADLEY RAY,BRADLEY RAY,845-255-8769,317,SPRINGTOWN ROAD,,,NEW PALTZ,NY,12561,"{'type': 'Point', 'coordinates': [-74.087337, 41.791716]}",989,2182,416
LIVINGSTON,645348,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",ANDERSONS PRODUCE,ANDERSONS PRODUCE,585-243-2175,2774,MAIN STREET,,,YORK,NY,14592,"{'type': 'Point', 'coordinates': [-77.88691001799998, 42.86691999200008]}",371,2091,732
ULSTER,515524,Nursery Stock Only,11-100 Acres,,BELLS CHRISTMAS TREES LLC,BELL GORDON & BRIAN,845-532-1886,647,METTACAHONTS ROAD,,,ACCORD,NY,12404,"{'type': 'Point', 'coordinates': [-74.266861, 41.826668]}",80,2182,413
MONROE,262089,Nursery Stock Only,10 Acres or Less,,WAGENHALS R&SON NURSERY,WAGENHALS RON,716-671-3758,707,GRAVEL ROAD,,,WEBSTER,NY,14580,"{'type': 'Point', 'coordinates': [-77.487123, 43.228043]}",418,2093,534
WYOMING,645261,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",BLISSFULLY MADE,MELISSA KOVACS,716-307-9192,7294,CENTERVILLE ROAD,,,BLISS,NY,14024,"{'type': 'Point', 'coordinates': [-78.249391, 42.552375]}",490,2186,400
NASSAU,286632,Greenhouse Stock Only,,"2,000 SqFt of Glass or Less",EMERALD FARM,KELLY JAMES J,516-729-5401,44,NEW WOODS ROAD,,,GLEN COVE,NY,11542,"{'type': 'Point', 'coordinates': [-73.635191, 40.87929]}",1358,2094,63
QUEENS,645506,Nursery Stock Only,10 Acres or Less,,WATER & LIGHT LLC,ROBERT ROY PAAR,347-471-1026,55-27,"MYRTLE AVE, COMM 4",,,RIDGEWOOD,NY,11385,"{'type': 'Point', 'coordinates': [-73.907329, 40.699995]}",849,2137,196
ORANGE,334721,Greenhouse Stock Only,,"2,001-20,000 SqFt of Glass",LAUREL GROVE GREENHOUSE LLC,LAUREL GROVE GREENHOUSE LLC,914-856-2713,16,HIGH STREET,,,PORT JERVIS,NY,12771,"{'type': 'Point', 'coordinates': [-74.687259, 41.362761]}",1091,2134,888
LIVINGSTON,643858,Combined Nursery and Greenhouse,,"2,001-20,000 SqFt of Glass",MILLERS GREENHOUSE,ATLEE AND LYDIA MILLER,,7724,REEDS CORNERS ROAD,,,DANSVILLE,NY,14437,"{'type': 'Point', 'coordinates': [-77.674669, 42.64685]}",228,2091,735
WAYNE,546832,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",ANNS PURPLE PRODUCE,SCHAUMAN ANN,315-986-3766,1206,NOLAN ROAD,,,MACEDON,NY,14502,"{'type': 'Point', 'coordinates': [-77.319608, 43.042914]}",316,631,634
SUFFOLK,475149,Nursery Stock Only,11-100 Acres,,IMBRIANO & SONS GARDEN SUPPLIES,IMBRIANO&SONS GDN SPLIES INC,631-2986569,322-45,MAIN ST,,,CUTCHOGUE,NY,11935,"{'type': 'Point', 'coordinates': [-72.478864, 41.02028]}",1536,2179,1012
WESTCHESTER,556934,Combined Nursery and Greenhouse,10 Acres or Less,"2,000 SqFt of Glass or Less",KITCHAWAN FARM,COCHRAN LINSAY & ALEXANDER,914-941-0096,716,KITCHAWAN ROAD,,,OSSINING,NY,10562,"{'type': 'Point', 'coordinates': [-73.788433, 41.221023]}",1333,2185,947
